ID;food;Caloric Value;Fat;Saturated Fats;Monounsaturated Fats;Polyunsaturated Fats;Carbohydrates;Sugars;Protein;Dietary Fiber;Cholesterol;Sodium;Water;Vitamin A;Vitamin B1;Vitamin B11;Vitamin B12;Vitamin B2;Vitamin B3;Vitamin B5;Vitamin B6;Vitamin C;Vitamin D;Vitamin E;Vitamin K;Calcium;Copper;Iron;Magnesium;Manganese;Phosphorus;Potassium;Selenium;Zinc;Nutrition Density
1373;pork backfat;3683;4023;1461;1903;469;0;0;132;0;2586;64;349;32;4;72;35;2;45;5;2;5;3;0;0;91;94;8;91;82;1724;2948;63;17;425932
1374;bacon baked;44;35;11;15;4;1;0;29;0;87;2;1;0;52;90;95;53;58;9;77;84;0;0;38;47;8;54;1;24;78;41;437;3;6673
1375;pork arm picnic raw;5298;3434;1136;1473;679;0;0;5136;0;172940;23;187590;1;161;0;40;68;124;279;121;0;64;58;0;3294;2;156;4941;3;549000;1133690;6;59;12021
1376;salt pork raw;212;228;83;107;27;0;0;14;0;243;8;31;0;54;11;49;10;5;78;48;0;35;0;0;17;53;1;2;73;147;187;56;3;260
1377;pork arm picnic cooked;5292;3227;1093;139;627;0;0;5603;0;193670;22;135190;7;99;1;86;73;1195;27;78;0;62;59;0;3603;24;207;4954;5;540480;803960;7;698;1264074
1378;pork top loin chops cooked;270;112;43;49;17;0;0;394;0;972;64;843;62;20;7;0;67;3;134;14;7;0;43;3;0;162;1;12;311;52;2984;3524;79;51481
1379;ground pork raw;329;265;98;118;24;0;0;211;0;90;33;763;34;9;55;5;3;54;8;5;9;0;0;0;175;80;11;238;83;2188;3588;39;28;6715
1380;pork shoulder raw;1070;816;283;363;87;0;0;779;0;3221;3;2904;87;35;77;34;12;174;33;16;32;25;9;0;68;4;48;816;83;8256;136990;1;122;235572
1381;pork chitterlings cooked;66;58;27;2;3;0;0;35;0;784;78;192;0;0;99;24;56;93;65;59;0;0;0;83;0;71;56;4;25;33;187;4;70;9329
1382;pork breakfast strips cooked;52;41;14;19;6;1;0;33;0;119;2;3;0;39;20;20;73;9;1;68;0;66;57;0;16;54;2;29;85;299;527;61;4;93
1383;pork blade roll roasted;1079;883;315;415;94;14;0;65;0;2519;37;2112;0;17;32;7;11;89;29;8;12;0;0;0;263;3;33;489;98;5866;7294;1;92;1963
1384;pork tail cooked;1089;985;342;464;108;0;0;468;0;3548;93;1284;0;2;2;61;2;31;12;7;0;0;0;0;385;2;22;193;87;1293;4318;87;45;1860
1385;pork centre rib roasts raw;275;97;33;4;11;0;0;44;0;1131;1;1462;0;1;0;94;4;135;15;15;0;72;3;0;485;1;12;505;53;4363;7252;50;4;1034
1386;pork centre rib roasts roasted;1942;1149;426;484;194;0;0;2113;0;6107;7;4523;8;41;41;0;18;23;743;116;38;0;94;16;0;1488;7;75;1644;63;180090;212980;3;3315
1387;minced ham;55;43;15;2;5;4;0;34;0;147;3;12;0;1;94;59;73;9;94;81;0;58;12;0;21;29;2;34;74;33;653;48;4;104
1388;ham roasted;316;213;71;99;25;6;0;287;0;868;13;853;0;11;33;54;4;74;1;4;196;0;0;0;112;2;19;238;84;3402;4998;53;35;833
1389;pork loin raw;232;147;51;66;16;0;0;231;0;737;3;783;49;11;13;19;3;54;8;6;7;44;2;0;211;37;9;246;66;2305;4165;13;2;60563
1390;pork backribs roasted;2564;1889;685;816;31;0;0;202;0;7375;8;4813;17;23;4;0;80;29;67;111;36;0;68;22;0;4039;9;81;1493;65;144870;210720;3;3971
1391;pork belly raw;2350;2405;877;112;256;0;0;424;0;3266;1;1667;95;18;88;75;11;211;12;6;14;0;18;0;227;2;24;181;10;4899;8392;85;46;309486
1392;ham raw;266;182;6;87;21;46;0;238;0;546;15;932;0;13;21;34;3;45;6;7;0;54;3;0;84;75;12;196;63;245;4424;65;23;51697
1393;ham extra lean;45;23;8;11;3;6;0;51;0;148;4;187;0;2;22;97;28;14;1;1;0;94;40;0;2;75;3;5;49;661;832;41;6;103
1394;pork feet pickled;635;455;134;258;36;29;0;528;0;3765;43;3402;98;31;61;3;85;1;12;58;0;10;1;0;1452;2;14;499;49;3946;59;3;9;245019
1395;pork shoulder cooked;394;289;106;128;28;0;0;314;0;1215;1;74;4;8;65;7;4;54;8;4;7;7;3;0;324;2;18;243;84;2862;4442;26;5;95226
1396;pork top loin roasts roasted;1628;748;241;298;85;0;0;2243;0;6784;4;5407;7;11;46;0;51;2;602;57;59;0;17;9;0;594;7;54;212;52;189100;295950;3;3064
1397;pork skin;154;89;32;42;1;0;0;173;0;269;5;5;37;9;0;36;34;4;1;96;1;0;1;0;85;33;2;31;66;241;359;62;2;3503
1398;pork country style ribs cooked;235;152;54;66;18;0;0;228;0;886;49;464;98;4;0;16;2;48;12;4;0;90;1;0;292;72;12;198;25;1737;2477;26;36;68402
1399;pork blade steak raw;664;437;154;184;56;6;0;676;0;2437;6;2765;0;19;0;10;13;148;56;19;0;83;8;0;59;5;38;707;0;8292;153660;1;111;1747
1400;pork tenderloin cooked;153;62;22;25;6;0;0;227;0;714;91;464;17;7;51;14;3;38;7;4;8;0;0;0;38;45;11;266;72;2204;3374;82;22;34679
1401;pork loin cooked;213;121;45;54;1;0;0;242;0;712;77;519;8;6;66;24;2;39;6;3;5;7;2;0;187;6;1;169;33;1611;3329;20;21;56575
1402;pork ears cooked;184;12;43;55;13;2;0;177;0;999;2;806;0;4;0;0;70;6;51;66;0;0;0;0;20;86;17;78;86;266;444;44;2;516
1403;pork tongue cooked;626;43;149;202;45;0;0;557;0;3373;3;1314;0;7;19;77;12;123;12;5;39;0;0;0;439;3;115;462;54;4019;5475;40;105;1580
1404;pork spareribs raw;3593;3035;977;1108;513;0;0;2006;0;103760;11;775;0;41;0;55;33;605;81;74;0;84;48;0;1946;1;118;2075;1;182880;313870;3;324;7105
1405;ham patties grilled;205;185;67;88;2;1;0;8;0;432;6;308;0;2;34;46;1;19;2;85;0;56;3;0;54;43;1;6;45;606;1464;28;11;339
1406;chicken skin roasted;508;456;128;191;96;0;0;228;0;93;28;451;83;21;80;99;1;63;8;1;0;26;4;32;157;34;17;168;83;140;1523;2;14;85844
1407;turkey breast raw;3554;1589;432;602;376;0;0;4956;0;147160;13;158590;15;13;2;4;26;1177;141;109;0;0;0;0;2943;17;272;5434;4;421100;622600;5;355;976092
1408;ground turkey raw;169;87;23;3;25;0;0;224;0;787;47;825;41;37;73;80;2;77;11;6;0;86;1;0;217;1;12;262;96;228;2702;25;27;54095
1409;chicken wing cooked;52;35;1;14;8;0;0;48;0;147;86;131;41;36;71;92;97;1;1;86;0;22;52;92;25;95;2;34;41;254;292;92;3;11058
1410;turkey roast roasted;209;78;26;16;22;41;0;288;0;716;9;916;0;58;54;79;2;85;11;4;0;84;5;90;68;37;22;297;66;3294;4023;81;34;497
1411;pheasant meat raw;1448;743;216;346;94;0;0;1816;0;568;3;5422;4;6;64;15;11;514;74;53;424;0;0;0;96;5;92;160;1;171200;194400;1;77;4039
1412;chicken back raw;188;17;49;72;36;0;0;83;0;466;43;343;87;22;84;26;63;29;5;1;9;0;2;30;77;66;6;89;24;667;85;9;7;34564
1413;chicken back cooked;93;65;18;26;14;0;0;8;0;281;91;219;5;26;35;52;35;16;3;48;0;84;74;51;65;52;4;58;16;432;522;55;7;21425
1414;chicken leg fried;431;255;68;104;61;138;0;344;5;1422;4;823;70;2;89;56;3;86;16;4;0;0;0;0;284;1;22;316;43;2402;2986;41;34;104858
1415;chicken feet cooked;975;662;178;249;135;9;0;88;0;381;3;2985;1;3;4;11;9;18;0;52;0;68;12;36;3992;5;41;227;0;3765;1406;33;31;5585
1416;turkey steak fried;179;108;28;44;28;109;0;91;0;41;5;316;92;75;71;88;1;13;3;1;0;0;0;0;9;10;14;96;28;1498;1664;13;9;41229
1417;turkey taco meat cooked;271;139;32;47;39;55;0;307;0;1299;12;1281;0;1;51;62;6;55;11;5;0;0;5;89;1263;72;33;494;3;3294;5435;67;46;1797
1418;chicken leg raw;736;549;15;228;115;6;0;563;0;3199;3;2315;18;3;53;96;5;163;34;11;7;33;8;96;31;2;24;654;88;5332;6983;91;51;145973
1419;chicken meat raw;1978;1386;397;574;297;0;0;1711;0;690;6;6071;4;6;39;69;11;626;84;32;147;54;28;54;1012;4;83;184;2;135240;173880;1;121;4343
1420;chicken neck cooked;94;69;19;27;15;0;0;75;0;266;85;235;65;50;78;79;35;13;2;33;0;87;1;32;103;65;9;49;95;464;41;54;1;25616
1421;chicken drumstick fried;193;113;3;46;27;6;0;158;2;619;2;38;28;49;65;61;2;37;12;2;0;0;0;0;122;63;1;144;4;1058;1339;18;17;46519
1422;quail egg;14;1;3;4;1;80;48;12;0;76;42;67;83;14;89;39;1;76;2;16;0;47;30;10;58;78;3;12;61;203;119;91;1;8343
1423;duck meat cooked;472;397;135;181;51;0;0;266;0;1176;41;726;8;2;73;98;4;68;15;3;0;67;1;47;154;3;38;224;71;2184;2856;92;26;85544
1424;chicken wing roasted;216;143;42;66;31;0;0;202;0;1199;39;505;73;17;5;69;80;1;54;8;5;0;94;6;24;153;92;7;162;95;125;1802;32;35155
1425;quail meat cooked;1028;639;179;222;158;0;0;1137;0;3896;2;2718;3;1;98;20;14;359;0;28;104;3;32;74;68;27;201;997;0;126390;9785;63;14;2764
1426;goose meat cooked;427;307;96;144;35;0;0;352;0;1274;89;727;81;1;39;76;5;58;21;5;0;2;24;26;182;4;4;308;82;378;4606;47;37;88168
1427;chicken breast cooked;114;45;13;18;1;0;0;173;0;487;58;362;80;18;92;74;56;74;5;3;0;19;2;4;81;12;6;157;24;1241;1421;46;6;30552
1428;chicken neck raw;149;131;36;53;28;0;0;7;0;495;27;30;66;79;50;28;21;18;4;5;0;0;2;0;9;75;1;65;93;56;685;73;9;30146
1429;duck egg;130;96;26;46;9;1;7;9;0;6188;1;496;1;1;90;20;3;1;13;2;0;26;9;98;448;35;27;119;58;154;1554;58;1;672
1430;pheasant breast raw;484;118;4;38;2;0;0;887;0;2111;1;2635;2;3;88;9;4;311;35;27;218;0;0;0;109;2;29;764;51;728;8809;60;23;1363
1431;duck meat raw;5123;4988;1676;237;644;0;0;1457;0;9637;8;615;6;25;2;48;27;499;121;24;355;88;89;25;1395;3;304;1902;2;176250;265010;2;172;8505
1432;squab meat raw;585;474;168;193;61;0;0;368;0;1891;1;1126;1;4;54;12;4;12;15;8;103;0;0;0;239;9;7;438;21;4935;396;87;44;1255
1433;chicken drumstick raw;211;124;33;49;26;1;0;234;0;1224;1;964;67;1;39;42;2;64;14;4;0;44;3;7;133;39;8;266;64;2208;2966;63;26;50075
1434;turkey meat roasted;284;111;32;4;32;31;0;428;0;1635;2;953;4;73;83;19;4;144;14;9;0;91;1;0;21;1;16;45;53;3345;3585;22;37;76629
1435;chicken breast raw;299;161;46;66;34;0;0;363;0;1114;1;1209;26;1;82;57;1;172;14;9;0;53;5;0;191;3;13;435;17;3028;3828;29;14;72834
1436;ground chicken cooked;474;274;78;122;52;0;0;584;0;2686;2;1629;2;0;3;93;79;8;178;33;14;0;0;1;44;201;2;23;703;38;5873;169930;47;87678
1437;turkey wing cooked;426;231;63;87;55;0;0;509;0;1507;1;1107;0;92;95;51;2;107;11;8;0;30;3;0;446;1;27;465;50;3664;4948;26;39;1213
1438;goose meat raw;6077;5507;1602;2911;616;0;0;2598;0;131040;12;8134;3;14;94;49;4;591;212;64;688;0;0;0;1966;44;41;2948;3;383290;504500;2;282;11172
1439;turkey breast roasted;3266;128;363;423;311;0;0;4961;0;127870;11;109240;0;1;1;4;23;110;11;83;0;0;0;0;3629;8;242;4666;3;362880;497660;5;351;10112
1440;chicken fajita strips;13;5;2;2;1;2;0;17;0;83;44;66;41;28;62;11;21;4;5;49;0;0;31;15;12;34;97;21;99;26;267;18;1;366
1441;crispy chicken strips tyson;145;6;77;145;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
1442;chocolate pudding fat free;105;3;0;0;0;236;178;22;3;11;1;861;0;21;60;69;46;22;2;84;0;0;0;98;441;35;19;17;40;61;235;52;3;724
1443;tapioca pudding;143;43;11;28;88;239;164;21;0;11;2;79;0;25;3;21;1;31;3;52;3;0;2;10;781;26;1;66;96;66;1012;0;2;1088
1444;tapioca pudding fat free;105;4;1;80;67;239;159;16;0;11;2;854;0;44;96;12;43;1;56;39;3;0;72;0;582;4;1;56;23;739;784;0;2;845
1445;rice pudding;122;24;14;6;1;208;131;36;3;136;1;849;43;2;98;89;98;2;2;4;74;15;0;11;63;1074;14;1;9;1;927;1413;83;27329
1446;corn pudding;328;126;63;39;14;424;165;111;3;180;7;1808;2;1;2;74;26;4;26;13;3;93;48;7;66;975;1;13;375;2;225;440;69;69795
1447;chocolate pudding;213;69;19;41;2;345;258;31;0;15;2;1042;45;3;61;44;1;2;4;62;5;0;5;66;765;1;19;27;2;84;276;0;5;123424
1448;lemon pudding;173;44;26;13;2;302;0;41;0;165;4;1098;26;92;71;28;2;1;4;83;12;0;0;0;1485;70;58;165;7;3075;1905;41;5;188516
1449;vanilla pudding;195;57;15;34;1;339;255;22;0;15;3;1075;18;12;84;92;1;47;2;48;3;0;5;34;735;80;1;6;31;615;975;0;2;115796
1450;profeel proteiinirahka valio;140;4;2;168;168;193;2;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1947
1451;cottage cheese creamed;20;9;3;2;84;7;5;22;0;34;95;16;22;89;39;60;60;59;1;36;0;85;82;0;166;19;71;16;9;318;208;45;18;20576
1452;zaziki milfina;51;44;16;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44
1453;cottage cheese low fat;163;23;15;7;41;61;61;28;0;9;9;1864;21;81;5;72;4;3;5;2;0;0;35;24;1379;5;3;113;41;3028;1944;55;9;174683
1454;cottage cheese nonfat;104;4;2;1;66;97;27;15;0;102;5;1175;93;63;13;6;3;2;6;39;0;0;96;0;1247;71;2;16;63;2755;1987;63;7;150072
1455;vanilla yogurt low fat;208;31;2;8;36;338;338;121;0;123;2;1936;51;1;54;10;5;3;14;1;2;0;29;24;419;12;2;392;23;3308;5366;49;2;470265
1456;classique yogurt plain 2 liberte;30;12;7;7;0;17;17;33;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62
1457;yoplait light strawberry yogurt yoplait;79;0;141;88;44;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61
1458;vanilla yogurt;145;21;13;5;69;235;235;84;0;85;1;1343;5;91;68;26;3;2;9;94;14;0;3;37;2907;89;1;272;87;2295;3723;80;14;326243
1459;chocolate yogurt;168;0;0;0;0;353;225;53;18;15;2;1074;0;83;19;42;3;3;0;50;0;0;0;0;132;3;6;60;0;249;5085;69;17;1750
1460;yogurt parfait;125;15;8;5;2;236;174;5;16;45;48;1177;73;1;18;100;3;11;0;3;213;42;4;85;1565;25;7;253;0;1386;2816;88;13;210272
1461;yogurt;92;49;31;13;1;7;7;52;0;195;5;1319;26;17;60;81;2;1;6;26;8;76;35;20;1815;49;1;18;84;1425;2325;75;9;19951
1462;chocolate frozen yogurt;221;63;4;17;2;376;335;52;4;226;1;1239;36;80;8;88;3;2;0;21;0;57;2;71;174;28;8;435;0;1549;4072;59;5;227929
1463;frozen yogurt;221;63;4;17;2;376;347;52;0;226;1;1239;13;62;95;50;3;1;0;72;12;10;2;54;174;74;8;174;0;1549;2714;5;5;225163
1464;yogurt low fat;154;38;25;1;1;172;172;129;0;147;2;2084;21;1;45;34;5;3;14;1;2;0;7;7;4484;5;2;417;39;3528;5733;71;22;484517
1465;vanilla yoghurt oikos;120;18;24;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
1466;fruit yogurt;149;17;11;5;24;28;28;6;0;75;13;113;6;81;32;87;2;1;7;99;9;0;79;31;207;1;66;195;29;1635;2655;26;1;243671
1467;danone low fat alsafi;88;17;1;111;71;89;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1743
1468;fruit n yogurt parfait mcdonalds;156;19;44;2;1;309;191;41;15;75;65;1112;0;4;29;99;2;4;6;0;207;0;0;0;1281;92;7;209;3;1252;2488;0;5;1879
1469;triple zero greek yogurt dannon oikos;120;0;0;15;7;225;6;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22598
1470;greek yogurt;100;7;2;18;10;61;55;173;0;85;81;1447;35;9;45;36;5;4;6;1;0;0;89;10;187;21;1;187;4;2295;2397;32;9;211251
1471;chocolate rasberry protein mini proteinfx;102;29;18;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
1472;gushers fruit gushers;360;6;80;40;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62
1473;egg fried;90;68;2;28;15;4;2;63;0;1845;43;32;16;49;35;29;2;93;8;93;0;81;6;79;285;65;9;6;46;989;699;78;6;42904
1474;glucerna abbott;1010;356;28;0;0;1209;498;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1693
1475;sports drink;26;0;0;0;0;72;0;0;0;0;73;2323;0;0;0;0;0;0;0;0;151;0;0;0;0;98;1;24;0;216;24;88;56;224
1476;peanut butter cookie protein syntha 6;200;6;15;2;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110
1477;hanfprotein pulver rohkostqualitat veganz;107;31;3;23;16;142;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173
1478;smoothie high protein creamy chocolate slimfast;110;35;5;0;0;21;1;12;0;5;2;15;45;25;100;25;35;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626
1479;egg large;138;93;5;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93
1480;boysenberries frozen;66;3;49;59;2;161;91;15;7;0;64;1134;0;63;70;0;45;1;3;54;41;0;11;2;356;1;11;211;7;356;1835;58;3;657
1481;malt beverage;88;3;5;32;1;191;191;5;0;0;20;216;0;22;21;0;1;26;20;44;12;0;0;0;166;48;1;166;46;379;19;49;25;378
1482;chocolate powder for milk;88;5;5;0;0;199;18;1;1;0;12;2;0;41;79;0;90;64;0;2;6;0;38;41;1001;2;0;117;2;189;616;39;15;1285
1483;vegetable fruit juice;9;17;0;0;0;22;6;71;0;0;43;272;0;47;0;0;75;23;25;50;96;0;5;36;9;31;13;3;32;6;56;27;69;12912
1484;cocoa powder unsweetened;12;7;4;2;48;31;87;11;18;0;62;2;0;49;78;0;58;1;54;28;0;0;85;56;69;2;7;269;2;396;823;35;4;143
1485;coconut milk;35;36;32;2;10;8;5;3;3;0;1;101;0;58;94;0;0;1;45;69;4;0;63;14;24;23;2;56;1;15;395;96;1;80
1486;cocoa powder;28;3;2;61;55;59;46;5;3;0;34;1;66;45;96;51;33;48;66;85;16;0;94;1;93;49;75;58;10;221;498;69;1;16393
1487;rice drink;113;23;0;15;8;22;127;7;7;0;58;2143;0;2;10;0;8;3;9;4;59;0;42;11;78;2832;13;5;264;7;1344;648;9;25883
1488;coconut water;46;5;4;91;30;89;63;17;26;0;3;228;0;2;50;0;1;2;1;82;58;0;0;0;576;29;7;60;3;48;600;45;2;778
1489;caramel med iced coffee dunkin donuts;268;9;41;37;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90
1490;instant coffee with water decaffeinated;4;0;24;0;68;8;0;2;0;0;93;1771;0;0;0;0;58;5;92;0;0;0;0;0;72;46;42;72;98;54;644;20;53;8247
1491;instant coffee powder;353;5;2;90;2;754;0;122;0;0;51;31;0;90;0;0;31;282;19;73;0;0;0;77;141;1;44;327;17;303;353500;24;4;2335
1492;instant coffee powder decaffeinated;6;69;15;31;75;14;0;2;0;0;90;51;0;0;0;0;72;5;77;0;0;0;0;15;25;31;56;56;84;51;63;15;4;4121
1493;instant cappuccino powder;53;7;4;2;98;112;9;4;2;3;74;2;0;73;67;37;87;3;37;11;100;0;80;62;173;78;36;56;14;238;108;64;58;29908
1494;coffee decaffeinated;0;0;87;0;99;0;0;2;0;0;58;2353;0;0;0;0;0;5;91;0;0;0;0;23;47;28;1;119;83;24;128;42;84;50
1495;espresso decaffeinated;3;11;37;0;57;5;0;65;0;0;11;293;0;87;54;0;3;16;86;35;26;0;0;47;6;85;87;24;93;21;345;0;36;1391
1496;instant coffee with water;4;0;51;0;25;6;0;2;0;0;15;1774;0;0;0;0;73;4;89;0;0;0;0;0;72;26;15;72;1;54;537;54;13;8027
1497;coffee;2;69;11;16;11;0;0;3;0;0;75;2356;0;34;76;0;2;5;6;22;0;0;68;25;47;45;51;71;76;71;1161;0;39;509
1498;espresso;3;86;68;0;54;5;0;21;0;0;83;293;0;88;73;0;80;16;75;99;99;0;5;27;6;22;49;24;23;21;345;0;20;1263
1499;whey protein powder vanilla eas;108;17;14;13;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
1500;energy drink sugar free red bull;13;2;0;0;0;18;0;6;0;0;8;2459;0;31;0;90;14;213;48;5;0;0;0;0;325;48;23;75;16;0;75;67;0;3519
1501;powerade coca cola;9;9;76;78;54;23;18;0;0;0;5;271;0;21;0;82;0;5;0;13;0;0;0;0;3;0;96;0;0;3;53;0;58;2671
1502;amp energy pepsi;110;2;0;0;0;29;29;6;0;0;93;2095;0;78;0;83;8;48;24;5;0;0;0;0;312;44;53;72;0;408;72;75;0;61067
1503;gatorade g2 pepsi;2;52;0;0;0;6;4;69;0;0;11;289;0;0;0;91;0;0;0;0;0;0;0;38;0;0;0;0;0;21;38;0;0;69
1504;amp energy sugar free pepsi;5;0;0;0;0;25;0;0;0;0;93;236;0;0;0;84;3;2;1;2;0;0;0;0;0;95;0;72;0;408;48;38;0;25
1505;energy drink red bull;111;0;0;0;0;264;264;12;0;0;1;2302;0;0;1;0;68;3;254;49;56;0;0;0;0;155;49;2;49;86;0;77;72;33224
1506;powerade zero ion4 coca cola;0;0;0;0;0;0;0;0;0;0;30;295;0;98;0;28;0;2;0;64;7;0;2;57;6;51;72;3;0;0;3;0;26;1393
1507;full throttle coca cola;110;2;0;0;0;29;29;6;0;0;71;2095;0;37;0;31;0;4;0;4;0;0;0;0;312;54;37;72;0;0;72;83;0;61049
1508;passion fruit juice purple;148;4;64;37;3;357;352;17;5;0;84;208;0;0;39;0;2;55;0;1;45;0;90;11;99;1;9;42;0;618;6867;1;1;941
1509;pomegranate juice;134;7;2;1;1;327;315;4;2;0;89;214;0;37;14;0;6;6;7;19;2;0;9;81;274;60;2;174;2;274;5329;65;2;618
1510;cranberry apricot juice;157;0;0;0;0;397;0;5;2;0;7;2046;0;89;71;0;10;3;71;82;0;0;0;0;221;51;4;74;3;123;1495;0;50;629
1511;pineapple juice;133;3;71;27;1;322;25;9;5;0;75;2159;0;0;1;4;0;64;5;1;3;1095;0;48;62;325;2;8;30;13;20;325;99;34477
1512;passion fruit juice yellow;126;1;8;20;94;336;331;1;5;0;3;2115;0;0;100;0;3;36;0;1;736;0;36;90;99;1;6;42;0;321;6867;98;1;1193
1513;orange apricot juice;128;3;1;78;63;318;302;8;3;0;96;2168;0;22;94;0;21;5;2;80;50;0;3;54;125;24;3;125;91;20;200;86;1;960
1514;tangerine juice;106;5;82;15;54;249;245;12;5;0;22;2196;0;0;1;86;0;94;2;3;1;766;0;3;0;445;60;5;198;31;346;4397;16;2729
1515;orange juice;90;4;79;46;37;208;168;14;4;0;67;1766;0;0;2;2;0;10;8;4;52;100;0;13;53;22;60;4;22;56;34;400;67;23177
1516;grapefruit juice;96;2;11;90;8;227;0;12;0;0;61;2223;0;0;60;38;0;10;5;5;1;939;0;0;0;222;4;5;296;37;371;4001;0;24254
1517;pineapple grapefruit juice;118;3;77;0;22;29;288;5;3;0;54;2198;0;42;47;0;70;7;1;1;115;0;1;46;175;1;8;15;1;15;1525;25;2;1634
1518;tamarind nectar;143;3;0;0;0;37;319;2;13;0;46;2133;0;77;55;0;24;2;25;48;178;0;3;69;251;54;19;10;79;5;678;0;89;836
1519;apple juice;114;3;64;78;90;28;239;2;5;0;38;2188;0;0;83;0;0;19;2;1;25;22;0;57;0;198;65;3;124;2;174;2505;39;29087
1520;limeade;128;0;0;0;0;341;328;0;0;0;71;2126;0;47;58;0;34;50;6;51;77;0;0;0;49;58;0;49;68;25;247;81;24;467
1521;guava nectar;158;2;50;71;54;408;325;2;25;0;63;2096;0;0;60;75;0;73;4;2;57;53;0;1;87;201;55;1;5;1;5;979;0;4383
1522;orange grapefruit juice;106;2;9;1;98;254;251;15;2;0;82;2189;0;1;5;0;40;8;3;79;719;0;3;66;198;2;11;247;67;346;3903;5;2;1201
1523;orange juice sainsburys;14;88;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
1524;cranberry apple juice;154;3;66;14;1;388;355;0;0;0;61;2053;0;0;0;0;0;0;0;0;968;0;3;75;74;70;2;25;100;49;417;0;15;1435
1525;pineapple orange juice;125;0;0;0;0;295;29;33;3;0;69;2173;0;35;46;0;20;5;1;1;563;0;79;85;125;1;7;15;9;10;115;71;2;1026
1526;pear nectar;150;62;32;86;38;394;0;3;15;0;56;210;0;0;32;49;0;33;3;87;17;675;0;0;0;125;2;7;75;41;75;325;65;41466
1527;blackberry juice;95;15;95;1;9;195;193;8;3;0;72;2273;0;76;91;0;53;11;0;75;283;0;23;88;30;3;12;525;0;30;3375;93;1;816
1528;lemon juice;54;6;60;73;38;166;61;9;7;0;46;2252;0;0;15;93;0;84;2;2;1;944;0;4;0;146;73;2;146;91;195;2513;90;189
1529;cranberry grape juice;137;2;53;92;80;343;0;5;2;0;79;2097;0;94;90;0;56;3;1;27;784;0;0;0;196;51;40;74;4;98;588;0;55;1332
1530;citrus fruit juice;114;57;88;48;85;283;202;8;2;0;51;2178;0;43;21;0;96;2;2;54;672;0;1;42;223;65;28;149;2;248;2778;36;11;1217
1531;prune juice;182;6;33;82;11;447;421;16;26;0;100;208;0;38;0;0;2;2;3;6;105;0;3;7;307;2;3;358;4;64;7066;83;5;93105
1532;guanabana nectar;148;4;96;1;6;375;328;3;3;0;61;2126;0;86;50;0;27;3;2;50;279;0;36;0;176;67;9;75;56;5;628;67;11;849
1533;fruit juice;108;1;59;48;36;263;242;3;2;0;1;1727;0;71;2;0;0;96;28;0;1;508;0;1;0;6;39;5;10;0;14;244;89;26937
1534;horchata;15;2;0;0;0;33;26;1;0;0;13;246;0;0;0;0;0;16;0;29;0;0;22;0;51;28;57;8;45;42;96;5;58;8717
1535;fruit punch;98;4;48;11;39;244;0;2;0;0;80;2086;0;92;61;0;1;1;35;47;112;0;0;0;164;97;5;7;1;7;1544;0;4;531
1536;apricot nectar;139;2;70;85;39;357;342;9;15;0;25;2105;0;44;59;0;14;6;2;36;15;0;8;8;174;2;9;124;8;223;2827;0;2;581
1537;orangensaft ja;86;0;0;178;178;14;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
1538;fruchtcocktail granini;102;4;2;23;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
